-0.0074978,-0.0074978,-0.0074978,-0.0074978
-0.0010173,0.0069798,-0.0046923,0.0070686
0.00069063,-0.0086907,0.0098637,0.003676
0.0098078,-0.0027847,-0.00038487,-0.0078732
0.0043469,-0.004839,0.006555,3.9137e-05
0.0096011,-0.0013481,0.0020648,-0.0096167
-0.0089252,-0.0038786,0.0063568,-0.0011478
0.0027375,0.0093318,0.0091109,0.0081435
0.0092076,-0.0074013,0.0030076,-0.0091066
-0.0046015,-0.0056513,0.0025529,0.0089038
0.0089881,0.0078679,0.0029313,-0.0063924
0.0080447,0.0024341,-0.0087573,-0.0026018
-0.006107,-0.0020368,0.0087639,-0.0058952
0.004679,-0.0028782,0.0079743,-0.0080883
-0.0065028,0.0029315,0.0038972,-0.0013452
-0.0078972,0.0046618,-0.0037919,-0.0044488
-0.0037177,0.004634,-0.0031291,-0.0079828
-0.0030247,0.0091635,-0.0084754,-2.1591e-05
-0.0020208,-0.0090809,0.00039674,-0.0052193
-0.0043217,-0.0015128,0.0021755,-0.003008
-0.0037218,-0.0098197,0.0045432,0.0011652
0.0043656,0.0040761,-0.0099985,0.00096134
0.0088929,0.0056178,-0.0066047,-0.0015745
-0.0082442,0.0012968,-0.00073418,-0.00229
-0.0044093,-0.0095341,-0.002763,-0.0023867
0.0019232,-0.0098487,0.0090413,-0.0043854
0.0065687,0.0097794,0.0086439,-0.0064018
0.0056431,-0.0059671,0.0091614,-0.0074543
0.0011448,0.0064668,-0.0058692,-0.0096862
-0.0092745,-0.002781,-0.006806,0.0050618
0.0033874,-0.00077494,0.0014352,9.9104e-05
-0.0055345,-0.0077991,0.0018584,0.0044422
0,0.0056252,0.0039722,0.005222
0,-0.00093113,-0.0038837,-0.004621
0,-0.004058,-0.002123,-0.0061276
0,-0.002832,-0.0032623,-0.008717
0,-0.00035128,-0.0074201,-0.0014925
0,-0.0013755,-0.0082613,0.0040429
0,0.0039765,0.00097887,0.0095464
0,0.0035013,-0.0036453,0.0010317
0,-0.0098626,0.009855,-0.0091239
0,-0.0084202,0.0044713,0.001643
0,-0.00078747,0.001442,-0.0044325
